word,phonetic,meaning,example,level,frequency,initial_delay_days
arch,/ɑ:tʃ/,"n. 拱门, 拱形, 足弓；vt. 使成弓形；vi. 拱起, 成弓形；a. 主要的, 调皮的, 傲慢无礼的, 狡猾的",,CET6,5229,19
ego,/'egəu. 'i:gəu/,n. 自我,,CET6,5225,19
sofa,/'səufə/,n. 沙发,,CET6,5218,19
reproduction,/.ri:prə'dʌkʃən/,"n. 再现, 复制, 生殖, 繁殖, 复制品",,CET6,5197,19
overwhelm,/.əuvə'hwelm/,"vt. 淹没, 受打击, 制服, 压倒, 使不知所措",,CET6,5196,19
gravel,/'grævəl/,"n. 砂砾, 碎石",,CET6,5195,19
speculate,/'spekjuleit/,"vi. 深思, 推测, 投机",,CET6,5191,19
preach,/pri:tʃ/,"v. 传道, 讲道, 说教, 宣讲, 鼓吹；n. 说教, 布道",,CET6,5186,19
monk,/mʌŋk/,"n. 修道士, 僧侣, 和尚",,CET6,5183,19
cylinder,/'silində/,"n. 圆筒, 圆筒状物, 汽缸, 柱面",,CET6,5180,19
garment,/'gɑ:mənt/,"n. 衣服, 衣装, 外表",,CET6,5178,20
slot,/slɒt/,"n. 水沟, 细长孔, 硬币投币口, 缝, 狭槽, 狭通道, 位置, 一档(广播节目等)；vt. 开槽于, 把...纳入机构",,CET6,5158,20
consecutive,/kən'sekjutiv/,"a. 连续的, 联贯的",,CET6,5155,20
nutrient,/'nju:triənt/,"a. 营养的, 滋养的；n. 营养物, 滋养物",,CET6,5151,20
inherent,/in'hiərənt/,"a. 固有的, 与生俱来的",,CET6,5150,20
exploitation,/.eksplɒi'teiʃən/,"n. 开发, 开采, 剥削",,CET6,5147,20
clutch,/klʌtʃ/,"n. 抓紧, 掌握, 离合器, 一窝小鸡；vt. 抓住, 踩汽车离合器踏板；vi. 抓",,CET6,5145,20
transit,/'trænsit/,"n. 经过, 通行, 运输, 运输线, 转变；vt. 运送, 使通过, 经过；vi. 通过",,CET6,5141,20
articulate,/ɑ:'tikjulit/,"a. 发音清晰的, 口才好的；vt. 明白地说, 以关节连接, 使成为系统的整体",,CET6,5135,20
linear,/'liniə/,"a. 线的, 直线的, 线状的",,CET6,5120,20
erosion,/i'rəuʒən/,"n. 腐蚀, 冲蚀, 侵蚀",,CET6,5116,20
probe,/prəub/,"n. 探索, 调查, 探针, 探测器；v. 用探针探测, 调查, 探索",,CET6,5103,20
molecular,/mə'lekjulə/,"a. 分子的, 由分子组成的",,CET6,5098,20
missionary,/'miʃənəri/,"n. 传教士, 负有任务者, 工作人员；a. 传教的, 传教士的",,CET6,5089,20
reactor,/ri'æktə/,"n. 反应者, 反应器, 反应堆, 电抗器",,CET6,5088,20
epidemic,/.epi'demik/,"n. 传染病, 流行病；a. 流行的, 传染性的",,CET6,5081,20
presume,/pri'zu:m/,"vt. 假定, 推测, 擅自, 意味着；vi. 擅自行动, 相信",,CET6,5079,20
sensor,/'sensə/,n. 传感器,,CET6,5065,20
stereotype,/'stiəriətaip/,"n. 铅版, 陈规, 老套；vt. 使用铅版, 把...印制成盲文, 套用老套, 使一成不变",,CET6,5064,20
respectable,/ri'spektəbl/,"a. 值得尊重的, 人格高尚的, 相当数量的；n. 品格高尚的人",,CET6,5054,20
bizarre,/bi'zɑ:/,a. 奇异的,,CET6,5043,21
decisive,/di'saisiv/,"a. 决定性的, 坚定的, 果断的",,CET6,5030,21
intake,/'inteik/,"n. 入口, 吸入, 吸入量",,CET6,5020,21
authentic,/ɒ:'θentik/,"a. 可靠的, 可信的, 真正的",,CET6,5000,21
dome,/dəum/,n. 圆顶；vt. 加圆顶；vi. 成圆顶状,,CET6,4995,21
follower,/'fɒləuə/,"n. 从者, 属下, 追补者",,CET6,4988,21
haunt,/hɒ:nt/,"n. 常到的地方, 生息地；vt. 常到, 出没于, 萦绕于；vi. 出没, 作祟",,CET6,4986,21
evoke,/i'vəuk/,"vt. 唤起, 引起, 召(魂)",,CET6,4982,21
surge,/sə:dʒ/,"n. 巨涌, 汹涌, 澎湃；vi. 汹涌, 澎湃, 颠簸, 猛冲, 突然放松；vt. 使汹涌奔腾, 急放",,CET6,4971,21
amateur,/'æmətə/,"n. 业余爱好者, 外行, 爱好者",,CET6,4970,21
appraisal,/ə'preizəl/,"n. 评价, 估价",,CET6,4968,21
commentary,/'kɒməntəri/,"n. 注释, 评论, 说明",,CET6,4968,21
spectator,/spek'teitə/,"n. 观众, 目击者, 旁观者",,CET6,4963,21
hover,/'hʌvə/,"vi. 盘旋, 翱翔, 徘徊；vt. 孵；n. 翱翔",,CET6,4959,21
disagreement,/.disə'gri:mənt/,"n. 不合, 争论, 不一致",,CET6,4952,21
snatch,/snætʃ/,"n. 抢夺, 攫取, 片断；vt. 夺取, 攫取；vi. 想抢走, 攫取",,CET6,4951,21
outbreak,/'autbreik/,"n. 爆发, 暴动",,CET6,4940,21
strive,/straiv/,"vi. 努力, 奋斗, 斗争",,CET6,4938,21
warfare,/'wɒ:fєə/,"n. 战争, 战斗, 交战, 斗争, 竞争",,CET6,4934,21
propaganda,/.prɒpə'gændə/,"n. 宣传, 宣传活动",,CET6,4929,21
baron,/'bærən/,n. 男爵,,CET6,4922,22
exile,/'eksail/,"n. 放逐, 流放, 被放逐者；vt. 放逐, 流放, 使背井离乡",,CET6,4914,22
implicit,/im'plisit/,"a. 暗示的, 含蓄的, 固有的, 绝对的",,CET6,4912,22
precedent,/'presidənt/,"n. 先例, 前例；a. 在先的, 在前的",,CET6,4907,22
integral,/'intigrəl/,"n. 整体, 积分, 整数；a. 固有的, 整体的, 整数的, 积分的",,CET6,4905,22
fake,/feik/,"n. 假货, 欺骗, 诡计；a. 假的；vt. 假造, 仿造；vi. 伪装",,CET6,4902,22
crab,/kræb/,"n. 螃蟹, 偏航, 脾气乖戾的人, 沙果；vi. 捕蟹, 偏航, 发牢骚；vt. 使偏航, 抱怨, 破坏",,CET6,4900,22
valve,/vælv/,"n. 活瓣, 阀, 活门；v. 装阀, 用阀调节",,CET6,4873,22
junk,/dʒʌŋk/,"n. 垃圾, 乌七八糟的东西, 舢板",,CET6,4870,22
fury,/'fjuri/,"n. 愤怒, 狂暴, 狂怒的人",,CET6,4863,22
compatible,/kəm'pætəbl/,"a. 能共处的, 可并立的, 适合的",,CET6,4858,22
kidney,/'kidni/,"n. 肾, 个性",,CET6,4848,22
knight,/nait/,"n. 骑士, 爵士；vt. 授以爵位",,CET6,4848,22
literacy,/'litərəsi/,"n. 读写能力, 识字, 精通文学",,CET6,4841,22
corps,/kɒ:/,"n. 军, 队, 部队, 兵种",,CET6,4832,22
tariff,/'tærif/,"n. 关税, 关税表, 价格表, 收费表；vt. 课以关税",,CET6,4815,22
subjective,/səb'dʒektiv/,"a. 主观的, 个人的",,CET6,4814,22
snack,/snæk/,"n. 小吃, 点心, 快餐；vi. 吃零食, 吃快餐",,CET6,4813,22
synthesis,/'sinθisis/,"n. 综合, 组织, 综合体",,CET6,4808,22
pledge,/pledʒ/,"n. 诺言, 保证, 誓言, 抵押, 信物, 保人, 祝愿；vt. 许诺, 保证, 使发誓, 抵押, 典当, 举杯祝...健康",,CET6,4802,22
mammal,/mæməl/,n. 哺乳动物,,CET6,4786,23
spatial,/'speiʃəl/,"a. 空间的, 受空间条件限制的, 占地位的",,CET6,4784,23
polymer,/'pɒlimə/,"n. 聚合物, 聚合体",,CET6,4771,23
designate,/'dezigneit/,"vt. 指定, 指明, 称呼；a. 已选出而未上任的",,CET6,4760,23
incidentally,/.insi'dentəli/,"adv. 伴随地, 偶然, 顺便",,CET6,4755,23
confidential,/.kɒnfi'denʃəl/,"a. 机密的, 获他人信赖的, 易于信任他人的",,CET6,4746,23
bearing,/'bєəriŋ/,"n. 举止, 轴承, 忍受, 关系, 意义, 方向, 生育",,CET6,4745,23
ignorance,/'ignərəns/,"n. 无知, 愚味",,CET6,4741,23
courtesy,/'kə:tisi/,"n. 礼貌, 谦恭, 好意",,CET6,4735,23
chorus,/'kɒ:rəs/,"n. 合唱队, 齐声；v. 齐声说道, 合唱",,CET6,4726,23
reside,/ri'zaid/,"vi. 住, 居留, 属于",,CET6,4716,23
terminate,/'tə:mineit/,"a. 有结尾的, (可)结束的；vi. 结束, 终止, 满期；vt. 使停止, 使结束, 使终止",,CET6,4709,23
majesty,/'mædʒəsti/,"n. 最高权威, 威严, 王权, 雄伟, 庄严",,CET6,4706,23
salvation,/sæl'veiʃə/,"n. 拯救, 救助, 救世",,CET6,4703,23
cane,/kein/,"n. 手杖, 细长的茎, 藤条；vt. 以杖击, 以藤编制",,CET6,4701,23
rap,/ræp/,"n. 轻敲, 拍击, 责骂, 无价值的东西；vt. 轻敲, 厉声说出, 叱责, 抢走, 使着迷；vi. 敲击, 发敲击声, 交谈, 同情",,CET6,4697,23
disrupt,/dis'rʌpt/,"a. 分裂的, 中断的；vt. 使分裂, 使瓦解",,CET6,4693,23
odor,/'əudə/,"n. 气味, 香味, 名声, 意味",,CET6,4689,23
warrant,/'wɒ:rənt/,"n. 授权, 正当理由, 根据, 证明, 批准, 凭证, 令状, 委任状；vt. 授权给, 保证, 担保, 批准, 使有正当理由",,CET6,4679,23
resentment,/ri'zentmənt/,"n. 怨恨, 愤恨",,CET6,4677,23
pier,/piə/,"n. 码头, 桥墩, 支框, 防波堤",,CET6,4658,24
grim,/grim/,"a. 冷酷的, 坚强的, 残忍的, 可怕的, 讨厌的",,CET6,4652,24
bead,/bi:d/,"n. 珠子, 滴；vt. 用珠装饰；vi. 形成珠",,CET6,4649,24
descent,/di'sent/,"n. 降落, 家系, 侵袭, 血统",,CET6,4615,24
analogy,/ə'nælədʒi/,"n. 相似, 类似",,CET6,4606,24
flaw,/flɒ:/,"n. 缺点, 裂纹, 瑕疵, 一阵狂风",,CET6,4601,24
optimism,/'ɒptimizm/,"n. 乐观主义, 乐观, 乐天",,CET6,4599,24
burial,/'beriəl/,"n. 埋葬, 葬礼",,CET6,4594,24
solidarity,/.sɒli'dæriti/,"n. 团结, 团结一致, 共同一致",,CET6,4586,24
reservoir,/'rezəvwɑ:/,"n. 贮水池, 贮藏处, 贮备, 水库；vt. 储藏",,CET6,4581,24
wardrobe,/'wɒ:drəub/,"n. 衣橱, 衣室, 全部衣服",,CET6,4576,24
abundance,/ə'bʌndəns/,"n. 丰富, 充足, 大量",,CET6,4575,24
hull,/hʌl/,"n. 壳, 皮, 船体；vt. 去壳",,CET6,4573,24
renaissance,/ri'neisəns/,"n. 复活, 复兴, 文艺复兴；a. 文艺复兴的",,CET6,4572,24
attendant,/ə'tendənt/,"n. 随从, 侍者, 出席者；a. 侍候的, 伴随的, 出席的, 在场的",,CET6,4570,24
fulfill,/ful'fil/,"vt. 实践, 履行, 实行, 完成, 结束, 满足",,CET6,4569,24
subscription,/səb'skripʃən/,"n. 捐献, 订金, 订阅, 签署, 同意",,CET6,4556,24
rattle,/'rætl/,"vt. 使嘎嘎响, 喋喋不休地说；vi. 格格响, 喋喋不休；n. 格格声, 拨浪鼓, 喋喋不休的话",,CET6,4548,24
gorgeous,/'gɒ:dʒəs/,"a. 华丽的, 灿烂的",,CET6,4543,24
tease,/ti:z/,"n. 揶揄, 戏弄, 逗惹；vt. 戏弄, 取笑, 强求, 梳理, 使起毛",,CET6,4542,24
vow,/vau/,"n. 誓约, 誓言, 许愿；vi. 起誓, 发誓, 郑重宣言；vt. 立誓, 起誓要, 郑重地宣布",,CET6,4536,25
decree,/di'kri:/,"n. 法令, 判决, 天意；vt. 颁布, 判决；vi. 发布命令",,CET6,4515,25
bump,/bʌmp/,"n. 撞击, 肿块；vt. 碰撞；vi. 撞, 颠簸而行",,CET6,4496,25
egyptian,/i'dʒipʃən/,"n. 埃及人；a. 埃及的, 埃及人的",,CET6,4485,25
visa,/'vi:zə/,n. 签证；vt. 签发,,CET6,4475,25
coincidence,/kəu'insidəns/,"n. 巧合, 同时发生",,CET6,4473,25
fireplace,/'faiəpleis/,n. 壁炉,,CET6,4470,25
nurture,/'nə:tʃə/,"n. 养育, 营养物, 培育；vt. 养育, 供给营养物, 教养",,CET6,4467,25
tread,/tred/,"n. 踏, 步态, 梯级, 交尾, 鞋底；vi. 踏, 行走, 交尾；vt. 踩, 踏, 践踏, 跳(舞)",,CET6,4467,25
scrap,/skræp/,"n. 碎片, 残余物, 些微, 片断, 铁屑, 吵架；vt. 扔弃, 敲碎, 拆毁；vi. 互相殴打；a. 零碎拼凑成的, 废弃的",,CET6,4465,25
indulge,/in'dʌldʒ/,"vt. 纵情于, 使高兴, 放任, 迁就；vi. 沉溺",,CET6,4457,25
attachment,/ə'tʃætʃmənt/,"n. 连接, 附属物, 连接物, 爱慕",,CET6,4447,25
batch,/bætʃ/,"n. 一次所烘的面包, 一次所制之量, 一组, 批, 成批, 分批；v. 成批, 分批处理",,CET6,4445,25
obsession,/əb'seʃən/,"n. 困扰, 困扰人的情绪",,CET6,4442,25
nutrition,/nju:'triʃən/,"n. 营养, 营养学",,CET6,4437,25
melody,/'melədi/,"n. 曲子, 美妙音乐, 曲调",,CET6,4435,25
maple,/'meipl/,"n. 枫, 枫木, 淡棕色",,CET6,4429,25
inject,/in'dʒekt/,"vt. 注射, 注入, 使入轨",,CET6,4423,25
reconcile,/'rekənsail/,"vt. 使和解, 调停, 使和谐, 使一致, 使听从",,CET6,4414,25
suitcase,/'sju:tkeis/,n. 手提箱,,CET6,4400,25
admiration,/.ædmə'reiʃən/,"n. 赞赏, 钦佩, 引人赞赏的对象",,CET6,4388,26
mighty,/'maiti/,"n. 有势力的人；a. 有势力的, 强大的, 有力的；adv. 很, 极",,CET6,4380,26
eternal,/i'tə:nl/,"a. 永恒的, 永远的, 不灭的",,CET6,4374,26
spice,/spais/,"n. 香料, 药料, 香气, 调味品, 情趣, 少许；vt. 加香料, 使添趣味",,CET6,4360,26
hop,/hɒp/,"n. 单脚跳, 跳跃, 舞会, 飞行；vi. 单脚跳, 跳跃；vt. 跃过, 跳上, 加蛇麻子于, 服麻醉药",,CET6,4353,26
prestige,/pre'sti:ʒ/,"n. 声望, 威望, 威信",,CET6,4341,26
trench,/trentʃ/,"n. 渠, 沟渠, 战壕；vt. 在...开沟, 挖战壕于, 用战壕围住；vi. 挖战壕, 开沟",,CET6,4326,26
absurd,/əb'sə:d/,"a. 荒谬的, 不合理的, 可笑的；n. 荒诞",,CET6,4324,26
outrage,/'autreidʒ/,"n. 暴行, 侮辱, 愤怒；vt. 凌辱, 虐待, 触犯",,CET6,4316,26
nun,/nʌn/,"n. 修女, 尼姑",,CET6,4312,26
cigar,/si'gɑ:/,n. 雪茄,,CET6,4304,26
offset,/'ɒ:fset/,"n. 抵消, 把...并列, 旁系, 支管, 用胶印法印；vt. 弥补, 抵消, 胶印；vi. 装支管；n. 偏移量",,CET6,4299,26
jerk,/dʒə:k/,"n. 性情古怪的人, 急拉, 肌肉抽搐, 牛肉干；vi. 痉挛, 急拉, 急推；vt. 猛拉",,CET6,4297,26
mob,/mɒb/,"n. 暴民, 民众, 暴徒；vt. 大举包围, 蜂拥进入, 围攻；vi. 聚众生事",,CET6,4293,26
linger,/'liŋgə/,"vi. 逗留, 消磨, 徘徊；vt. 消磨",,CET6,4279,26
applaud,/ə'plɒ:d/,"v. 拍手喝彩, 称赞, 赞同",,CET6,4278,26
harbor,/'hɑ:bə/,"n. 港, 避难所；v. 庇护, 藏匿, (使)入港停泊",,CET6,4274,26
offspring,/'ɒ:fspriŋ/,"n. 子孙, 后代, 产物",,CET6,4271,26
monarch,/'mɒnək/,"n. 帝王, 统治者, 元首",,CET6,4257,26
antique,/æn'ti:k/,"n. 古董, 古物；a. 古老的, 古风的, 旧式的, 过时的",,CET6,4252,26
pasture,/'pæstʃə/,"n. 牧场, 草地, 牧草；vt. 放牧；vi. 吃草",,CET6,4251,27
bulletin,/'bulitin/,"n. 公告, 布告, 公报",,CET6,4249,27
intersection,/.intə'sekʃən/,"n. 交集, 十字路口, 交叉点",,CET6,4240,27
treasurer,/'treʒərə/,"n. 会计, 出纳员, 司库",,CET6,4232,27
chord,/kɒ:d/,"n. 弦, 和音",,CET6,4217,27
mosque,/mɒsk/,n. 清真寺,,CET6,4199,27
feminine,/'feminin/,"a. 女性的, 阴性的, 柔弱的",,CET6,4185,27
symphony,/'simfəni/,"n. 交响乐, 交响曲",,CET6,4183,27
absorption,/əb'sɒ:pʃən/,"n. 吸收, 专心, 全神贯注",,CET6,4181,27
vegetation,/.vedʒi'teiʃən/,n. 植物,,CET6,4171,27
microwave,/'maikrəuweiv/,n. 微波,,CET6,4154,27
hemisphere,/'hemisfiə/,"n. 半球, 地球的半面, 大脑半球",,CET6,4148,27
stroll,/strəul/,"n. 闲逛, 漫步；v. 闲逛, 漫步",,CET6,4120,27
endeavor,/in'devə/,"n. 努力, 尽力；vi. 努力, 尽力",,CET6,4108,27
vector,/'vektə/,"n. 矢量, 传病媒介；vt. (用无线电)导引, 给...导航",,CET6,4091,27
arc,/ɑ:k/,"n. 弧, 弧形, 弓形, 弧光",,CET6,4077,27
vicious,/'viʃəs/,"a. 邪恶的, 堕落的, 品性不端的, 恶毒的, 恶性的, 有错误的",,CET6,4074,27
upgrade,/'ʌpgreid/,"n. 上坡, 升级, 上升；adv. 往上；vt. 使升级, 提升, 改良品种；vi. 升级",,CET6,4073,27
manifest,/'mænifest/,"n. 载货单, 运货单, 旅客名单；a. 显然的, 明白的；vi. 显示, 出现；vt. 表明, 表现, 证明",,CET6,4069,27
trivial,/'tiviəl/,"a. 琐碎的, 不重要的, 轻微的, 平常的",,CET6,4060,27
idiot,/'idiət/,"n. 白痴, 极蠢之人",,CET6,4056,28
resent,/ri'zent/,"vt. 愤恨, 憎恶, 怨恨",,CET6,4056,28
skeleton,/'skelətn/,"n. 骨骼, 骨瘦如柴的人, 梗概, 骨干, 残骸；a. 骨骼的, 概略的, 基层的, 骨干的",,CET6,4046,28
bleak,/bli:k/,"a. 萧瑟的, 荒凉的, 阴冷的",,CET6,4040,28
cosmic,/'kɒzmik/,"a. 宇宙的, 宇宙航行的, 无限的, 有秩序的",,CET6,4022,28
ponder,/'pɒndə/,"v. 沉思, 考虑",,CET6,4018,28
denounce,/di'nauns/,"vt. 告发, 抨击, 谴责",,CET6,4013,28
ascertain,/.æsə'tein/,"vt. 确定, 查明",,CET6,4011,28
pedestrian,/pə'destriən/,"n. 行人, 步行者；a. 人行的, 徒步的, 呆板的, 通俗的, 平淡无奇的",,CET6,4008,28
tuna,/'tju:nə/,"n. 金枪鱼, 金枪鱼肉",,CET6,4007,28
signify,/'signifai/,"vt. 象征, 预示；vi. 要紧, 重要",,CET6,3995,28
cereal,/'siəriəl/,"n. 谷类食品, 谷类植物；a. 谷类的",,CET6,3988,28
royalty,/'rɒiəlti/,"n. 皇室, 王族成员, 王权, 特权阶层, 庄严",,CET6,3963,28
circus,/'sə:kəs/,"n. 马戏团, 马戏, 竞技场",,CET6,3955,28
gossip,/'gɒsip/,"n. 闲聊, 随笔, 流言, 爱讲闲话的人；vi. 说闲话, 闲聊",,CET6,3951,28
hospitality,/.hɒspi'tæliti/,"n. 款待, 亲切, 殷勤",,CET6,3947,28
dentist,/'dentist/,n. 牙科医生,,CET6,3946,28
detain,/di'tein/,"vt. 扣留, 扣押, 耽搁",,CET6,3941,28
soy,/sɒi/,"n. 酱油, 大豆",,CET6,3940,28
solitary,/'sɒlitəri/,"n. 独居者；a. 孤独的, 独居的",,CET6,3938,28
reunion,/ri:'ju:njən/,"n. 团圆, 重聚",,CET6,3933,29
nominal,/'nɒminl/,"a. 名义上的, 名字的, 有名无实的, 稍许的；n. 名词性词",,CET6,3921,29
buffalo,/'bʌfələu/,n. 水牛,,CET6,3919,29
tract,/trækt/,"n. 大片土地, 地带, 小册子",,CET6,3919,29
shrine,/ʃrain/,"n. 圣地, 神龛, 庙；vt. 将...置于神龛内",,CET6,3918,29
disposition,/.dispə'ziʃən/,"n. 性情, 处置, 处理, 布置",,CET6,3914,29
nickname,/'nikneim/,"n. 绰号, 昵称；vt. 给...取绰号, 叫错名字",,CET6,3910,29
siege,/si:dʒ/,"n. 包围, 围攻, 再三的努力；vt. 包围, 围攻",,CET6,3909,29
bacon,/'beikən/,n. 熏猪肉,,CET6,3907,29
mustard,/'mʌstəd/,"n. 芥末, 芥菜, 强烈的兴趣",,CET6,3905,29
hail,/heil/,"n. 冰雹, 致敬, 欢呼, 招呼；vt. 向...欢呼, 致敬, 招呼, 使象下雹样落下；vi. 招呼, 下雹；interj. 万岁, 欢迎",,CET6,3895,29
naive,/nɑ:'i:v/,"a. 天真的, 纯真的, 幼稚的",,CET6,3886,29
arctic,/'ɑ:ktik/,"a. 北极的, 极寒的；n. 北极圈, 北极",,CET6,3884,29
boiler,/'bɒilə/,"n. 煮器, 汽锅, 锅炉",,CET6,3879,29
fracture,/'fræktʃə/,"n. 破碎, 骨折；v. (使)破碎, (使)破裂",,CET6,3877,29
prose,/prəuz/,"n. 散文；v. 写散文；a. 散文的, 平凡的",,CET6,3876,29
consolidate,/kən'sɒlideit/,"vt. 巩固, 使联合, 统一；vi. 巩固",,CET6,3862,29
descendant,/di'sendənt/,"n. 后裔, 子孙；a. 传下的, 下降的",,CET6,3862,29
shrub,/ʃrʌb/,"n. 矮树, 灌木, 果汁甜酒",,CET6,3860,29
ham,/hæm/,"n. 火腿, 后腿, 笨拙演员；a. 过火的, 做作的；v. 演得过火",,CET6,3853,29
pumpkin,/'pʌmpkin/,n. 南瓜,,CET6,3851,30
fellowship,/'feləuʃip/,"n. 伙伴关系, 共同参与, 团体, 奖学金, 友谊",,CET6,3848,30
stereo,/'stiəriəu/,"n. 铅版, 立体照片；a. 立体的, 立体感觉的",,CET6,3842,30
olive,/'ɒliv/,"n. 橄榄, 橄榄树, 橄榄色, 橄榄枝；a. 黄绿色的, 黄褐色的, 橄榄色的",,CET6,3840,30
foam,/fəum/,"n. 泡沫, 水沫, 泡沫材料；vi. 起泡沫, 吐白沫；vt. 使起泡沫",,CET6,3822,30
bald,/bɒ:ld/,"a. 秃头的, 光秃的, 单调的, 赤裸的；vi. 变秃",,CET6,3815,30
subordinate,/sə'bɒ:dnit/,"n. 属下, 附属物；a. 下级的, 次要的, 附属的；vt. 使居下位, 使服从",,CET6,3799,30
dwarf,/dwɒ:f/,"n. 矮子, 侏儒；v. (使)变矮小",,CET6,3782,30
limestone,/'laimstəun/,n. 石灰石,,CET6,3775,30
hose,/həuz/,"n. 水管, 橡皮软管, 长统袜；vt. 用水管浇",,CET6,3774,30
intercourse,/'intəkɒ:s/,"n. 交往, 交流",,CET6,3757,30
wedge,/wedʒ/,"n. 楔子, 楔形物, 起因, 导致分裂的东西；vt. 楔住, 挤进, 楔入；vi. 楔入, 挤进",,CET6,3743,30
diploma,/di'pləumə/,"n. 文凭, 毕业证书",,CET6,3741,30
prototype,/'prəutətaip/,n. 原型,,CET6,3730,30
quantitative,/'kwɒntitətiv/,"a. 数量的, 定量的",,CET6,3723,30
ample,/'æmpl/,"a. 大量的, 充足的, 丰富的",,CET6,3711,30
ion,/'aiən/,n. 离子,,CET6,3697,30
oyster,/'ɒistə/,"n. 牡蛎, 蚝, 沉默者",,CET6,3695,30
bait,/beit/,"n. 饵；vt. 以饵引诱, 欺负；vi. 中途休息",,CET6,3654,30
reef,/ri:f/,"n. 暗礁, 礁, 缩帆；v. 缩(帆)",,CET6,3648,30
token,/'təukən/,"n. 表征, 记号, 代币；a. 象征的, 表意的",,CET6,3648,31
oath,/əuθ/,"n. 誓约, 誓言, 咒骂",,CET6,3647,31
cynical,/'sinikəl/,"a. 愤世嫉俗的, 讽刺的, 冷嘲的",,CET6,3645,31
badge,/bædʒ/,"n. 徽章, 标记",,CET6,3643,31
blur,/blə:/,"vt. 使模糊, 弄脏；vi. 弄脏, 模糊",,CET6,3636,31
foresee,/fɒ:'si:/,"vt. 预见, 预知",,CET6,3636,31
dispense,/dis'pens/,"vt. 分发, 分配；vi. 特许, 豁免",,CET6,3621,31
invaluable,/in'væljuəbl/,"a. 无价的, 价值无法衡量的",,CET6,3617,31
waitress,/'weitris/,"n. 女侍者, 女服务员",,CET6,3610,31
remnant,/'remnənt/,"n. 剩余, 零料, 遗迹；a. 剩余的, 残余的",,CET6,3606,31
petty,/'peti/,"a. 琐碎的, 小规模的, 小气的, 委琐的",,CET6,3593,31
wrestle,/'resl/,"n. 摔跤, 角力, 扭斗；vi. 摔跤, 搏斗, 斗争, 斟酌；vt. 与(对手)摔跤",,CET6,3593,31
underestimate,/.ʌndər'estimeit/,"n. 低估；vt. 低估, 看轻",,CET6,3590,31
robust,/rəu'bʌst/,"a. 健康的, 强健的, 要用力气的, 坚定的, 粗野的",,CET6,3581,31
ecology,/i:'kɒlədʒi/,"n. 生态学, 社会生态学",,CET6,3575,31
fuss,/fʌs/,"n. 大惊小怪, 小题大作, 忙乱；vi. 无事自扰, 焦急, 焦燥, 忙乱；vt. 使激动, 使烦燥",,CET6,3572,31
allegiance,/ə'li:dʒəns/,"n. 忠贞, 效忠",,CET6,3561,31
ambiguous,/æm'bigjuəs/,"a. 不明确的, 模棱两可的",,CET6,3558,31
marathon,/'mærəθən/,"n. 马拉松, 耐力的考验",,CET6,3552,31
customary,/'kʌstəməri/,"a. 习惯的, 惯常的",,CET6,3549,31
icy,/'aisi/,"a. 冰的, 冰冷的, 冷淡的, 滑溜的",,CET6,3546,32
massacre,/'mæsəkə/,"n. 大屠杀；vt. 大屠杀, 残杀",,CET6,3543,32
deviation,/.di:vi'eiʃən/,n. 背离,,CET6,3540,32
devotion,/di'vəuʃən/,"n. 热爱, 投入",,CET6,3534,32
astronomy,/ə'strɒnəmi/,n. 天文学,,CET6,3531,32
escort,/'eskɒ:t/,"n. 护送者, 护卫者, 护航舰；vt. 护卫, 护送",,CET6,3530,32
insane,/in'sein/,"a. 患精神病的, 极愚蠢的",,CET6,3529,32
resemblance,/ri'zembləns/,"n. 相似处, 类似, 肖像",,CET6,3521,32
grove,/grəuv/,n. 小树林,,CET6,3519,32
turtle,/'tə:tl/,n. 海龟,,CET6,3510,32
ivory,/'aivəri/,"n. 象牙, 乳白色；a. 象牙制的, 乳白色的",,CET6,3509,32
litter,/'litə/,"n. 垃圾, 杂乱, 轿, 担架；vt. 乱丢, 铺草, 弄乱；vi. 产仔, 乱丢垃圾",,CET6,3500,32
turmoil,/'tə:mɒil/,"n. 骚动, 混乱",,CET6,3498,32
superiority,/sju:.piəri'ɒriti/,"n. 优越, 高傲",,CET6,3491,32
safeguard,/'seifgɑ:d/,"n. 保卫, 保护措施, 防护设施；vt. 保卫, 保护",,CET6,3480,32
underwear,/'ʌndəwєə/,n. 内衣,,CET6,3476,32
contamination,/kən.tæmi'neiʃən/,"n. 污染, 污物",,CET6,3475,32
conspicuous,/kən'spikjuəs/,"a. 显著的, 显眼的, 出众的",,CET6,3474,32
marsh,/mɑ:ʃ/,"n. 沼泽, 湿地；a. 沼泽的",,CET6,3460,32
retention,/ri'tenʃən/,"n. 保持, 留置, 保留, 保持力, 保留物, 记忆, 停滞, 固位",,CET6,3458,32
paradox,/'pærədɒks/,"n. 似非而是的论点, 自相矛盾的话, 悖论, 怪人怪事",,CET6,3448,33
kin,/kin/,"n. 亲戚, 同族, 血缘关系, 家族；a. 有亲属关系的, 性质类似的, 同类的",,CET6,3431,33
